BBOalert
1.,7},Please read chat#ra 1.7 - based on Garozzo's system for Italian Junior team and a little modification\\[Defensive bidding]\\-jump overcall 10-13 HCP; 6+ cards\\-normal overcall 0-16 HCP if very weak then 6+ cards & preemptive\\-take-out double 13-16 HCP and 3+ cards other suits OR 17+ HCP; any shape\\-Michael's + UNT\\-beware of prebalance t/o doubles and suit bids (10+ HCP)
1C--1H--1S--2D--2N--3D--,3H,relay; denies !h interest
1C--1H--1S--2D--2N--3D--3H--,3N,12-15; short !d
1C--1H--1S--2D--2N--3D--3H--,3S,12-15; short !s
1C--1H--1S--2D--2N--3D--3H--,4C,16+; short !s
1C--1H--1S--2D--2N--3D--3H--,4D,16+; short !d
1C--1H--1S--2D--2N--3D--,3S,relay; sets !h
1C--1H--1S--2D--2N--3D--3S--,3N,12-15; short !s
1C--1H--1S--2D--2N--3D--3S--,4C,12-15; short !d
1C--1H--1S--2D--2N--3D--3S--,4D,16+; short !s
1C--1H--1S--2D--2N--3D--3S--,4H,16-18; short !d
1C--1H--1S--2D--2N--3D--3S--,4S,19+; short !d
1C--1H--1S--2D--2N--,3H,5!h-4!c-2-2; 16+
1C--1H--1S--2D--2N--,3N,5!h-4!c sing. !d; 16-18
1C--1H--1S--2D--2N--,3S,5!h-4!c; sing. !s; 16+
1C--1H--1S--2D--2N--,4C,5!h-4!c sing. !d; 19+
1C--1H--1S--,2H,6+!h; good 7 to bad 10
1C--1H--1S--,2N,Please read chat#2NT transfer -                          a) !c signoff                               b) 6+ great !h; at least mild slam interest                                    c) 5+!h-5+m GF                         d) strong slammish splinter raise of !s
1C--1H--1S--2N--,3C,forced
1C--1H--1S--2N--3C--,3D,5+!h-5+!d GF+
1C--1H--1S--2N--3C--,3H,5+!h-5+!c GF
1C--1H--1S--2N--3C--,3N,Please read chat#6+ solid or semi-solid !h; mild slam interest; NF
1C--1H--1S--2N--3C--,3S,any strong slam splinter for !s
1C--1H--1S--2N--3C--3S--,3N,asks shortness
1C--1H--1S--2N--3C--3S--3N--,4C,short !d
1C--1H--1S--2N--3C--3S--3N--,4D,short !c
1C--1H--1S--2N--3C--,4C,Please read chat#6+ solid or semi-solid !h; solid slam interest; cue
1C--1H--1S--2N--3C--,4D,Please read chat#6+ solid or semi-solid !h; solid slam interest; cue
1C--1H--1S--2N--3C--,4H,Please read chat#6+ solid or semi-solid !h; solid slam interest; cue
1C--1H--1S--2N--3C--,4S,Please read chat#6+ solid or semi-solid !h; solid slam interest; cue
1C--1H--1S--2N--3C--,--,!c signoff; 5(4)+!c
1C--1H--1S--,2S,7-9
1C--1H--1S--,3C,5+!h-4+!c 9-11
1C--1H--1S--,3D,5!h-5!d 9-11
1C--1H--1S--,3H,10(+)-11; 6+!h
1C--1H--1S--,3S,9-11; balanced invite
1C--1H--1S--,4C,splinter for !s; mild slam interest
1C--1H--1S--,4D,splinter for !s; mild slam interest
1C--1H--1S--,4H,
1C--1H--1S--,4S,
1C--1H--,2C,6+!c 11-16; or 5!c-4!d-1!h-3!s 15-16
1C--1H--2C--,2D,invit+ relay
1C--1H--2C--2D--,2H,6!c-3!h; minimum
1C--1H--2C--2D--2H--,2N,natural; but F1
1C--1H--2C--2D--2H--,2S,asks !s stopper
1C--1H--2C--2D--2H--,3C,invite
1C--1H--2C--2D--2H--,3D,asks !d stopper
1C--1H--2C--2D--2H--,3H,5!h strong invite
1C--1H--2C--2D--,2N,6+!c 14-16; 0-2!h; GF
1C--1H--2C--2D--2N--,3D,asks !d stopper
1C--1H--2C--2D--2N--,3H,6+!h
1C--1H--2C--2D--2N--,3S,asks !s stopper
1C--1H--2C--2D--,2S,4!d; 11-16 (if min then 6+!c)
1C--1H--2C--2D--2S--,2N,relay
1C--1H--2C--2D--2S--2N--,3C,6+!c-4!d; 11-13
1C--1H--2C--2D--2S--2N--,3D,6+!c-4!d; 14-16
1C--1H--2C--2D--2S--2N--,3H,Please read chat#5!c-4!d-2-2; 14-16; honors conc. in minors
1C--1H--2C--2D--2S--2N--,3N,5!c-4!d; sing. !h; 14-16
1C--1H--2C--2D--2S--2N--,3S,5!c-4!d; sing. !s; 14-16
1C--1H--2C--2D--2S--,3C,
1C--1H--2C--2D--2S--,3D,asks !d stopper
1C--1H--2C--2D--2S--,3H,6+!h GF
1C--1H--2C--2D--2S--,3S,asks for !s stopper
1C--1H--2C--2D--,3C,6+!c; 11-13; 0-2!h
1C--1H--2C--2D--3C--,3D,asks !d stopper
1C--1H--2C--2D--3C--,3H,6+!h GF
1C--1H--2C--2D--3C--,3S,asks !s stopper
1C--1H--2C--2D--,3D,6+!c-3!h; max; no !d stopper
1C--1H--2C--2D--,3H,6+!c-3!h; 14-16; GF; no side stoppers
1C--1H--2C--2D--,3N,6+!c-3!h; max; both side suits stopped
1C--1H--2C--2D--,3S,6+!c-3!h; max; no !s stopper
1C--1H--2C--,2H,6+!h; good 7 to bad 10
1C--1H--2C--,2N,Please read chat#2NT transfer -                          a) preemptive !c raise               b) 6+ great !h; at least mild slam interest                                    c) any strong slam splinter for !c                                              d) 6+!h-5!s GF
1C--1H--2C--2N--,3C,forced
1C--1H--2C--2N--3C--,3D,5+!h-5+!d GF
1C--1H--2C--2N--3C--,3H,any strong slam splinter for !c
1C--1H--2C--2N--3C--3H--,3S,asks shortness
1C--1H--2C--2N--3C--3H--3S--,3N,short !s
1C--1H--2C--2N--3C--3H--3S--,4C,short !d
1C--1H--2C--2N--3C--,3N,Please read chat#6+ solid or semisolid !h; mild slam interest; NF
1C--1H--2C--2N--3C--,3S,6+!h-5!s GF
1C--1H--2C--2N--3C--,4C,Please read chat#6+ solid or semisolid !h; strong slam interest; cue
1C--1H--2C--2N--3C--,4D,Please read chat#6+ solid or semisolid !h; strong slam interest; cue
1C--1H--2C--2N--3C--,4H,Please read chat#6+ solid or semisolid !h; strong slam interest; no minor cue
1C--1H--2C--2N--3C--,--,preemptive !c raise
1C--1H--2C--,2S,5+!h-4!s GF
1C--1H--2C--,3C,4!h-3+!c 9-11
1C--1H--2C--,3D,5!h-5!d 9-11
1C--1H--2C--,3H,6+!h 9-11
1C--1H--2C--,3S,Please read chat#splinter for !c; 3+!c; mild slam interest
1C--1H--2C--,4C,RKC !c
1C--1H--2C--,4D,Please read chat#splinter for !c; mild slam interest; 3+!c
1C--1H--2C--,4H,
1C--1H--,2D,Please read chat#ambiguous reverse: 17+           a) 5+!c-4!d                               b) 6+!c 1-suiter                          c) 5+!c-4!h unbalanced               d) 18-20 balanced with 4!h
1C--1H--2D--,2H,5+!h 5-7 HCP
1C--1H--2D--,2N,4!h-4+!d 5-7 HCP
1C--1H--2D--,2S,GF relay
1C--1H--2D--2S--,2N,5+!c-4!d
1C--1H--2D--2S--2N--,3C,relay
1C--1H--2D--2S--2N--3C--,3D,6!c-4!d
1C--1H--2D--2S--2N--3C--,3H,3!h
1C--1H--2D--2S--2N--3C--,3N,!s stopper
1C--1H--2D--2S--2N--3C--,3S,asks !s stopper
1C--1H--2D--2S--,3C,6+!c 1-suiter
1C--1H--2D--2S--,3D,6!c-5!d; 3-4.5 losers
1C--1H--2D--2S--,3H,18-20 bal; 4!h
1C--1H--2D--2S--,3S,5!c-4!h-4!s 17+ HCP
1C--1H--2D--2S--,4C,5+!c-4!h; sing. !s
1C--1H--2D--2S--,4D,5+!c-4!h sing. !d
1C--1H--2D--,3C,4!h-2+!c 5-7 HCP
1C--1H--2D--,3D,5+!h-5+!d; 7+ HCP; GF
1C--1H--2D--,3H,6+!h; 8+ HCP; GF
1C--1H--2D--,3S,6!h-5!s 12+ HCP
1C--1H--,2H,Please read chat#a) 4!h 11-14 value                    b) 3!h 11-15 5!c-4!d-3!h               c) 4!c-4!d-3!h 11-14 with 2 bad !s
1C--1H--2H--,2N,Please read chat#!s splinter; 4+!h; game invite or strong slam invite
1C--1H--2H--2N--,3C,sets !h; asks shortness
1C--1H--2H--2N--3C--,3D,2-2
1C--1H--2H--2N--3C--,3H,short !d
1C--1H--2H--2N--3C--,3S,short !c
1C--1H--2H--2N--,3D,sets !s; asks shortness
1C--1H--2H--2N--3D--,3H,2-2
1C--1H--2H--2N--3D--,3N,short !c
1C--1H--2H--2N--3D--,3S,short !d
1C--1H--2H--,2S,invit+ relay
1C--1H--2H--2S--,2N,4!h unbalanced; min or max
1C--1H--2H--2S--2N--,3C,relay
1C--1H--2H--2S--2N--3C--,3D,min; sing. !s
1C--1H--2H--2S--2N--3C--,3H,min; sing. !d
1C--1H--2H--2S--2N--3C--,3N,max; sing. !d
1C--1H--2H--2S--2N--3C--,3S,max; sing. !s
1C--1H--2H--2S--,3C,3!h; minimum
1C--1H--2H--2S--3C--,3D,asks !d stopper
1C--1H--2H--2S--3C--,3H,
1C--1H--2H--2S--3C--,3S,asks !s stopper
1C--1H--2H--2S--,3D,3!h; maximum
1C--1H--2H--2S--3D--,3H,asks !d stopper; or 5+!h slammish
1C--1H--2H--2S--3D--,3S,asks !s stopper
1C--1H--2H--2S--,3H,4!h; balanced; minimum
1C--1H--2H--2S--3H--,3N,CoG
1C--1H--2H--2S--,3S,4!h; balanced; maximum
1C--1H--2H--,3C,Please read chat#!d splinter; 4+!h;  game invite or strong slam invite
1C--1H--2H--,3D,Please read chat#!c splinter; 4+!h; game invite or strong slam invite
1C--1H--2H--,3H,pree
1C--1H--2H--,3S,5+!h; !s splinter; mild slam interest
1C--1H--2H--,4C,5+!h; !d splinter; mild slam interest
1C--1H--2H--,4D,5+!h; !c splinter; mild slam interest
1C--1H--2H--,4H,
1C--1H--,2N,18-20 bal; denies 4!h
1C--1H--2N--,3C,5+!h-4+!d slammish
1C--1H--2N--,3D,5+!h; any strength; transfer
1C--1H--2N--3D--,3H,forced
1C--1H--2N--3D--3H--,3N,5!h; choice of games
1C--1H--2N--3D--3H--,3S,5!h-4!s GF
1C--1H--2N--3D--3H--,4C,5+!h-4+!c; slam interest
1C--1H--2N--3D--3H--,4D,6+!h; slam interest; cue
1C--1H--2N--3D--3H--,4H,6+!h; slam interest; no !d cue
1C--1H--2N--3D--3H--,--,5+!h; signoff
1C--1H--2N--,3H,4!h-4!s; GF
1C--1H--2N--,3S,4!h-4!c; slam interest
1C--1H--2N--,4C,cue; 5+!h; slam interest
1C--1H--2N--,4D,cue; 5+!h; slam interest
1C--1H--2N--,4H,
1C--1H--,2S,reverse: 5+!c-4!s 17+; semiforcing
1C--1H--2S--,2N,shape-ask; GAR relay; GF
1C--1H--2S--2N--,3C,5!c-4!s; denies 4!d
1C--1H--2S--2N--3C--,3D,relay; denies !s interest
1C--1H--2S--2N--3C--3D--,3H,5-4-2-2
1C--1H--2S--2N--3C--3D--,3N,sing. !d
1C--1H--2S--2N--3C--3D--,3S,sing. !h
1C--1H--2S--2N--3C--,3H,relay; sets !s
1C--1H--2S--2N--3C--3H--,3N,sing. !h
1C--1H--2S--2N--3C--3H--,3S,5-4-2-2
1C--1H--2S--2N--3C--3H--,4C,sing. !d
1C--1H--2S--2N--,3D,6+!c-4!s
1C--1H--2S--2N--3D--,3H,asks shortness; denies !s interest
1C--1H--2S--2N--3D--3H--,3N,short !d
1C--1H--2S--2N--3D--3H--,3S,short !h
1C--1H--2S--2N--3D--,3S,asks shortness; sets !s
1C--1H--2S--2N--3D--3S--,3N,short !h
1C--1H--2S--2N--3D--3S--,4C,short !d
1C--1H--2S--2N--,3N,5!c-4!d-4!s
1C--1H--2S--,3C,
1C--1H--2S--,3D,5+!h-5+!d 7+ HCP; GF
1C--1H--2S--,3H,6+!h; 8+ HCP; GF
1C--1H--2S--,3S,4!s; 5(+)-7 HCP
1C--1H--,3C,6+ nice !c; 13-16
1C--1H--3C--,3D,asks !d stopper
1C--1H--3C--,3H,5+!h; GF; support-ask
1C--1H--3C--3H--,3N,0-1!h
1C--1H--3C--3H--,3S,2!h
1C--1H--3C--3H--,4C,cue with 3!h
1C--1H--3C--3H--,4D,cue with 3!h
1C--1H--3C--,3S,asks !s stopper
1C--1H--,3D,4!s-4!h-4!c; 18-22 HCP
1C--1H--,3H,4+!c-4!h; 14-16 HCP
1C--1H--,3N,4!s-4!d-4!c 18-22 HCP
1C--1H--,3S,4!h-4!d-4!c 18-22 HCP
1C--1H--,4C,6+!c-4!h; 13-16; short !s
1C--1H--,4D,6+!c-4!h; 13-16; short !d
1C--,1N,5-10 HCP; no 4M
1C--1N--,2C,6+!c; 11-14; may have side suit
1C--1N--,2D,invit+ relay; asks strength/dist
1C--1N--2D--,2H,minimum
1C--1N--2D--2H--,2S,GF relay
1C--1N--2D--2H--2S--,2N,4!d-333
1C--1N--2D--2H--2S--,3C,4+!c; denies 4!d
1C--1N--2D--2H--2S--,3D,4!c-4!d
1C--1N--2D--2H--,3C,
1C--1N--2D--2H--,3D,
1C--1N--2D--2H--,3H,asks !h stopper
1C--1N--2D--2H--,3S,asks !s stopper
1C--1N--2D--,2N,4!d-333 maximum
1C--1N--2D--,2S,5!d; min or max
1C--1N--2D--2S--,3C,
1C--1N--2D--2S--,3D,
1C--1N--2D--2S--,3H,asks !h stopper
1C--1N--2D--2S--,3S,asks !s stopper
1C--1N--2D--,3C,4+!c; denies 4!d; maximum
1C--1N--2D--,3D,4!c-4!d maximum
1C--1N--,2H,5+!c-4!h 17+ HCP; semi-forcing
1C--1N--,2N,Please read chat#asks better minor:                     a) preemptive                            b) 18-20 bal lacking a side stopper
1C--1N--2N--,3C,preference
1C--1N--2N--3C--,3D,asks !d stopper
1C--1N--2N--3C--,3H,asks !h stopper
1C--1N--2N--3C--,3S,asks !s stopper
1C--1N--2N--,3D,preference
1C--1N--2N--3D--,3H,asks !h stopper
1C--1N--2N--3D--,3N,needed !d stopper
1C--1N--2N--3D--,3S,asks !s stopper
1C--1N--,2S,5+!c-4!s; 17+ HCP; semiforcing
1C--1N--,3C,13-16; 6+ good !c
1C--1N--,3D,6!c-5!d; 3-4.5 losers
1C--1N--,3H,6!c-5!h; 3-4.5 losers
1C--1N--,3S,6!c-5!s; 3-4.5 losers
1C--,1S,5+ HCP; may have 4+!d if weak
1C--1S--,1N,Please read chat#11-14; may have sing. !s; even 5!c-4!d-4!h-0!s
1C--1S--1N--,2C,Please read chat#2-way checkback:  signoff !d or any invite hand
1C--1S--1N--2C--,2D,forced
1C--1S--1N--2C--2D--,2H,5!s-4+!h; 9-11; mild invite
1C--1S--1N--2C--2D--,2N,4!s; 10-11
1C--1S--1N--2C--2D--,2S,5!s; 10-11
1C--1S--1N--2C--2D--,3C,5!s-4+!c; 9-11
1C--1S--1N--2C--2D--,3D,5!s-5!d 9-11
1C--1S--1N--2C--2D--,3H,5!s-5!h; 9-11; solid invite
1C--1S--1N--2C--2D--,3S,6+!s 9-11
1C--1S--1N--2C--2D--,--,4!s-5+!d weak
1C--1S--1N--,2D,2-way checkback:  general GF
1C--1S--1N--2D--,2H,4!h; may have 3!s
1C--1S--1N--2D--2H--,2N,waiting for further description
1C--1S--1N--2D--2H--,2S,5+!s; but not good suit
1C--1S--1N--2D--2H--,3C,5!s-4!c
1C--1S--1N--2D--2H--,3D,5!s-4!d
1C--1S--1N--2D--2H--,3H,5!s-4!h
1C--1S--1N--2D--2H--,4C,splinter for !h
1C--1S--1N--2D--2H--,4D,splinter for !h
1C--1S--1N--2D--2H--,4H,
1C--1S--1N--2D--,2N,no other good bid
1C--1S--1N--2D--2N--,3C,5!s-4!c
1C--1S--1N--2D--2N--,3D,5!s-4!d
1C--1S--1N--2D--2N--,3H,5!s-4!h
1C--1S--1N--2D--2N--,3S,6+ bad !s
1C--1S--1N--2D--2N--,4C,splinter for !s
1C--1S--1N--2D--2N--,4D,splinter for !s
1C--1S--1N--2D--2N--,4H,splinter for !s
1C--1S--1N--2D--2N--,4S,
1C--1S--1N--2D--,2S,3!s; denies 4!h
1C--1S--1N--2D--2S--,2N,waiting for more info
1C--1S--1N--2D--2S--,3C,5!s-4!c
1C--1S--1N--2D--2S--,3D,5!s-4!d
1C--1S--1N--2D--2S--,3H,5!s-4!h
1C--1S--1N--2D--2S--,3S,sets suit
1C--1S--1N--2D--2S--,4C,splinter for !s
1C--1S--1N--2D--2S--,4D,splinter for !s
1C--1S--1N--2D--2S--,4H,splinter for !s
1C--1S--1N--2D--2S--,4S,
1C--1S--1N--2D--,3C,bad 6!c
1C--1S--1N--2D--,3D,5!c-4!d
1C--1S--1N--,2H,
1C--1S--1N--,2N,Please read chat#2NT transfer -                          a) !c signoff                               b) 6+ great !s; at least mild slam interest                                    c) 5+!s-5+other GF
1C--1S--1N--2N--,3C,forced
1C--1S--1N--2N--3C--,3D,5+!s-5+!d GF
1C--1S--1N--2N--3C--,3H,5+!s-5+!h GF
1C--1S--1N--2N--3C--,3N,Please read chat#6+ solid or semisolid !s; mild slam interest; NF
1C--1S--1N--2N--3C--,3S,5+!s-5+!c GF
1C--1S--1N--2N--3C--,4C,Please read chat#6+ solid or semisolid !s; strong slam interest; cue
1C--1S--1N--2N--3C--,4D,Please read chat#6+ solid or semisolid !s; strong slam interest; cue
1C--1S--1N--2N--3C--,4H,Please read chat#6+ solid or semisolid !s; strong slam interest; cue
1C--1S--1N--2N--3C--,--,!c signoff; 5(4)+!c
1C--1S--1N--,2S,
1C--1S--1N--,3C,4!s-5+!c invite
1C--1S--1N--,3D,5!s-4!c; !d splinter; GF
1C--1S--1N--,3H,5!s-4!c; !h splinter; GF
1C--1S--1N--,3S,6+!s; not great suit; GF
1C--1S--,2C,11-16 6+!c; or 5!c-4!d/!h 15-16
1C--1S--2C--,2D,invit+ relay
1C--1S--2C--2D--,2H,Please read chat#4!d or 4!h; 11-16 ( 6-4 11-13 or 5-4 15-16)
1C--1S--2C--2D--2H--,2S,GF relay
1C--1S--2C--2D--2H--2S--,2N,5+!c-4!h 15-16
1C--1S--2C--2D--2H--2S--2N--,3C,shape relay; GAR
1C--1S--2C--2D--2H--2S--2N--3C--,3D,5!c-4!h; unbalanced
1C--1S--2C--2D--2H--2S--2N--3C--3D--,3H,asks shortness; denies !h interest
1C--1S--2C--2D--2H--2S--2N--3C--3D--3H--,3N,short !d
1C--1S--2C--2D--2H--2S--2N--3C--3D--3H--,3S,short !s
1C--1S--2C--2D--2H--2S--2N--3C--3D--,3S,asks shortness; sets !h
1C--1S--2C--2D--2H--2S--2N--3C--3D--3S--,3N,short !s
1C--1S--2C--2D--2H--2S--2N--3C--3D--3S--,4C,short !d
1C--1S--2C--2D--2H--2S--2N--3C--,3H,6+!c-4!h; short !s
1C--1S--2C--2D--2H--2S--2N--3C--,3N,5!c-4!h-2-2
1C--1S--2C--2D--2H--2S--2N--3C--,3S,6+!c-4!h; short !d
1C--1S--2C--2D--2H--2S--,3C,6+!c-4!h; or 6+!c-4!d minimum
1C--1S--2C--2D--2H--2S--3C--,3D,asks !d stopper; or advance cue for !c
1C--1S--2C--2D--2H--2S--3C--,3H,asks !h stopper; or advance cue for !c
1C--1S--2C--2D--2H--2S--,3D,6+!c-4!d; 14-16
1C--1S--2C--2D--2H--2S--3D--,3H,asks shortness
1C--1S--2C--2D--2H--2S--3D--3H--,3N,short !h
1C--1S--2C--2D--2H--2S--3D--3H--,3S,short !s
1C--1S--2C--2D--2H--2S--,3H,Please read chat#5!c-4!d-2-2; with worthless doubleton; honors conc. in minors; 15-16
1C--1S--2C--2D--2H--2S--,3N,5!c-4!d; sing. !h; 15-16
1C--1S--2C--2D--2H--2S--,3S,5!c-4!d; sing. !s; 15-16
1C--1S--2C--2D--2H--,3C,2+!c; 9-11 HCP
1C--1S--2C--2D--,2N,maximum; 6+!c 1-suiter; 0-2!s; GF
1C--1S--2C--2D--,2S,3!s; minimum; 6+!c 1-suiter
1C--1S--2C--2D--2S--,2N,nat but F1
1C--1S--2C--2D--2S--,3C,invite
1C--1S--2C--2D--2S--,3D,asks !d stopper
1C--1S--2C--2D--2S--,3H,asks !h stopper
1C--1S--2C--2D--2S--,3S,5!s strong invite
1C--1S--2C--2D--,3C,minimum; 6+!c 1-suiter; 0-2!s
1C--1S--2C--2D--3C--,3D,asks !d stopper
1C--1S--2C--2D--3C--,3H,asks !h stopper
1C--1S--2C--2D--3C--,3S,6+!s GF
1C--1S--2C--2D--,3D,6+!c-3!s; maximum; no !d stopper
1C--1S--2C--2D--,3H,6+!c-3!s; maximum; no !h stopper
1C--1S--2C--2D--,3N,Please read chat#6+!c-3!s; maximum; both side suits stopped
1C--1S--2C--2D--,3S,6+!c-3!s; maximum; no side stoppers
1C--1S--2C--,2H,5+!s-4!h invit+
1C--1S--2C--,2N,Please read chat#2NT transfer -                          a) preemptive !c raise               b) 6+ great !s; at least mild slam interest                                    c) 5+!s-5+other GF                 d) any strong slam splinter for !c
1C--1S--2C--2N--,3C,forced
1C--1S--2C--2N--3C--,3D,5+!s-5+!d GF
1C--1S--2C--2N--3C--,3H,5+!s-5+!h GF
1C--1S--2C--2N--3C--,3N,Please read chat#6+ solid or semisolid !s; mild slam interest; NF
1C--1S--2C--2N--3C--,3S,any strong slam splinter for !c
1C--1S--2C--2N--3C--3S--,3N,asks shortness
1C--1S--2C--2N--3C--3S--3N--,4C,short !h
1C--1S--2C--2N--3C--3S--3N--,4D,short !d
1C--1S--2C--2N--3C--,4C,Please read chat#6+ solid or semisolid !s; strong slam interest; cue
1C--1S--2C--2N--3C--,4D,Please read chat#6+ solid or semisolid !s; strong slam interest; cue
1C--1S--2C--2N--3C--,4H,Please read chat#6+ solid or semisolid !s; strong slam interest; cue
1C--1S--2C--2N--3C--,--,preemptive !c raise
1C--1S--2C--,2S,6+!s; 8-10
1C--1S--2C--,3C,2+!c; good 7 to bad 10
1C--1S--2C--,3D,5+!s-5+!d 9-11
1C--1S--2C--,3H,5+!s-5+!h 9-11
1C--1S--2C--,3S,6+!s; 9-11
1C--1S--2C--,4D,splinter for !c; mild slam interest
1C--1S--2C--,4H,splinter for !c; mild slam interest
1C--1S--2C--,4S,
1C--1S--,2D,Please read chat#ambiguous reverse:                  a) 15-17 4!c-4!d                      b) 17+ 6+!c 1-suiter                  c) 17+ 4+!c-4!s unbalanced        d) 18-20 balanced with 4!s      e) 17+ 5+!c-4!d
1C--1S--2D--,2H,GF relay
1C--1S--2D--2H--,2N,5+!c-4!d 17+
1C--1S--2D--2H--2N--,3C,asks shape; GAR relay
1C--1S--2D--2H--2N--3C--,3D,5!c-4!d unbal
1C--1S--2D--2H--2N--3C--3D--,3H,asks shortness; denies !d interest
1C--1S--2D--2H--2N--3C--3D--3H--,3N,sing. !h
1C--1S--2D--2H--2N--3C--3D--3H--,3S,sing. !s
1C--1S--2D--2H--2N--3C--3D--,3S,asks shortness; sets !d
1C--1S--2D--2H--2N--3C--3D--3S--,3N,short !s
1C--1S--2D--2H--2N--3C--3D--3S--,4C,short !h
1C--1S--2D--2H--2N--3C--,3H,6+!c-4!d; short !s
1C--1S--2D--2H--2N--3C--,3N,5!c-4!d 2-2
1C--1S--2D--2H--2N--3C--,3S,6+!c-4!d short !h
1C--1S--2D--2H--2N--,3H,asks !h stopper
1C--1S--2D--2H--2N--,3S,
1C--1S--2D--2H--,2S,4!h-4!d-4!c 15-17 HCP
1C--1S--2D--2H--2S--,3C,
1C--1S--2D--2H--2S--,3D,
1C--1S--2D--2H--2S--,3H,sets !h; GF
1C--1S--2D--2H--,3C,6+!c 1-suiter
1C--1S--2D--2H--3C--,3D,asks !d stopper
1C--1S--2D--2H--3C--,3H,5+!s; support ask
1C--1S--2D--2H--3C--3H--,3N,0-1!s
1C--1S--2D--2H--3C--3H--,3S,2!s
1C--1S--2D--2H--3C--3H--,4C,cue; 3!s
1C--1S--2D--2H--3C--3H--,4D,cue; 3!s
1C--1S--2D--2H--3C--3H--,4H,cue; 3!s
1C--1S--2D--2H--3C--,3S,asks !h stopper
1C--1S--2D--2H--,3D,6!c-5!d 3-4 losers
1C--1S--2D--2H--,3S,18-20 bal; 4!s
1C--1S--2D--2H--,4C,5+!c-4!s; 17+; sing. !h
1C--1S--2D--2H--,4D,5+!c-4!s; 17+; sing. !d
1C--1S--2D--,2N,4!s-4!d 4-7 HCP
1C--1S--2D--2N--,3C,no fit; NF
1C--1S--2D--2N--,3D,5+!c-4!d NF
1C--1S--2D--2N--,3H,asks !h stopper
1C--1S--2D--2N--,3S,4!s; balanced 18 HCP
1C--1S--2D--2N--,4C,6+!c-4!s; sing. !h slam interest
1C--1S--2D--2N--,4D,6+!c-4!s; sing. !d; slam interest
1C--1S--2D--2N--,4S,great !c-!s hand
1C--1S--2D--,2S,5!s; 4-7 HCP
1C--1S--2D--2S--,2N,no fit; NF
1C--1S--2D--2S--,3C,no fit; NF
1C--1S--2D--2S--,3D,6!c-5!d; 3-4 losers; NF
1C--1S--2D--2S--,3H,asks !h stopper
1C--1S--2D--2S--,3S,4!s bal 18 HCP
1C--1S--2D--2S--,4C,6+!c-4!s; sing. !h; slam interest
1C--1S--2D--2S--,4D,6+!c-4!s; sing. !d; slam interest
1C--1S--2D--2S--,4S,good !c-!s hand
1C--1S--2D--,3C,4-7 HCP; 4!s-2/4!c
1C--1S--2D--3C--,3D,6!c-5!d; 3-4 losers; NF
1C--1S--2D--3C--,3H,asks !h stopper
1C--1S--2D--3C--,3S,4!s; balanced 18 HCP
1C--1S--2D--3C--,4C,6+!c-4!s; short !h; slam interest
1C--1S--2D--3C--,4D,6+!c-4!s; sing. !d; slam interest
1C--1S--2D--,3D,5+!s-5+!d 7+ HCP GF
1C--1S--2D--,3H,5+!s-5+!h; 7+ HCP; GF
1C--1S--2D--,3S,6+!s; 8+ HCP; GF
1C--1S--,2H,reverse; 5+!c-4!h; 17+; semiforcing
1C--1S--,2N,18-20 balanced; denies 4!s
1C--1S--2N--,3C,5+!s-4!d slammish
1C--1S--2N--,3D,5+!s-4!h slam interest
1C--1S--2N--,3H,5+!s; any strength; transfer
1C--1S--2N--3H--,3S,forced
1C--1S--2N--3H--3S--,3N,5!s; choice of games
1C--1S--2N--3H--3S--,4C,5!s-4!c slam interest
1C--1S--2N--3H--3S--,4D,cue with 6+!s; slam interest
1C--1S--2N--3H--3S--,4H,cue with 6+!s; slam interest
1C--1S--2N--3H--3S--,4S,Please read chat#!c cue with 6+!s; slam interest; no red cue
1C--1S--2N--3H--3S--,--,!s signoff
1C--1S--2N--,3S,4!s-4!c slam interest
1C--1S--2N--,4C,cue with just 5!s; slam interest
1C--1S--2N--,4D,cue with just 5!s; slam interest
1C--1S--2N--,4H,5+!s-5+!h; no slam
1C--1S--2N--,4S,
1C--1S--,2S,Please read chat#11-14                                       a) 4!s                                     b) 5!c-3!s unbalanced                 c) 4!c-3!s with worthless doubleton
1C--1S--2S--,2N,invit+ relay; usually balanced
1C--1S--2S--2N--,3C,4!s unbalanced; min or max
1C--1S--2S--2N--3C--,3D,relay
1C--1S--2S--2N--3C--3D--,3H,sing. !h; minimum
1C--1S--2S--2N--3C--3D--,3N,sing. !h; maximum
1C--1S--2S--2N--3C--3D--,3S,sing. !d; minimum
1C--1S--2S--2N--3C--3D--,4C,sing. !d; maximum
1C--1S--2S--2N--,3D,3!s; minimum
1C--1S--2S--2N--3D--,3H,asks !d stopper
1C--1S--2S--2N--3D--,3S,
1C--1S--2S--2N--3D--,4S,
1C--1S--2S--2N--,3H,3!s; maximum
1C--1S--2S--2N--3H--,3S,asks !d stopper
1C--1S--2S--2N--,3N,4!s; maximum; balanced
1C--1S--2S--2N--,3S,4!s; minimum; balanced
1C--1S--2S--,3C,Please read chat#4+!s; !h splinter; game invite or strong slam invite
1C--1S--2S--,3D,Please read chat#4+!s; !d splinter; game invite or strong slam invite
1C--1S--2S--,3H,Please read chat#4+!s; !c splinter; game invite or strong slam invite
1C--1S--2S--,3N,suggests contract if bad !s
1C--1S--2S--,3S,pree
1C--1S--2S--,4C,5+!s; !h splinter; mild slam interest
